nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
COTE,Lisa,1999-12-27,2056142,FEMME,Auvergne Bad,1077,1130,880
SANTOS,Florence,2001-07-24,8299918,FEMME,BC Rouen,974,838,896
BARBIER,Inès,2012-02-22,6059717,FEMME,BC Bayonne,553,547,530
CHEVALIER,Amina,1969-03-12,7267637,FEMME,BC Rouen,972,939,
FAURE,Huong,2008-12-26,4202587,FEMME,BC Caen,470,467,400
BERNARD,Théo,1994-04-12,2834734,HOMME,BC Voiron,1733,1719,1711
WAGNER,Guillaume,2011-12-11,9528533,HOMME,BCMS Montpellier,544,524,400
PIRES,Raphaël,2008-06-23,5175772,HOMME,Bad Riom,603,469,549
LOPES,Amaury,1987-04-28,8760216,HOMME,BC Douai,1490,1340,1419
PICARD,Zoé,2004-07-11,7304006,FEMME,BC Marseille,991,918,970
ANDRE,Pierre,2012-07-13,9991355,HOMME,BC Sète,415,400,401
SCHULZ,Ethan,1994-09-06,6649775,HOMME,BC Sélestat,790,691,790
MASSON,Aurélie,1962-01-16,8384774,FEMME,Bad Var,1098,1018,928
DUPONT,Phuong,2009-05-07,8856352,FEMME,BC Villefranche,488,502,528
MAILLOT,Clara,1991-12-26,8986279,FEMME,Bad Cambrai,,,
PEREIRA,Amaury,1957-01-01,6584396,HOMME,PACA Badminton,885,961,710
DURAND,Pauline,2008-02-14,4107570,FEMME,BC Sète,785,877,843
AUBERT,Pierre,2008-04-04,5882851,HOMME,BC Caen,571,669,400
ROBERT,Julie,2013-04-10,4005582,FEMME,BC Thiers,406,400,400
MEUNIER,Gilles,1988-06-15,6124886,HOMME,Shuttle Club Lyon,827,849,836
FERRY,Nathalie,1973-10-13,5528846,FEMME,BC Douai,,,
ROYER,Zahra,1975-04-18,7873618,FEMME,Bad Cambrai,,,
LEFEVRE,Phuong,2010-02-03,3151617,FEMME,BC Vichy,433,502,500
CARON,Khoa,1956-05-07,1983946,HOMME,Shuttle Nancy,457,410,488
FERNANDEZ,Elisa,1966-02-03,9250132,FEMME,BC Sélestat,983,931,906
ROUX,Edouard,1998-10-02,9053885,HOMME,BC Paris 15,1997,2051,1922
BOUCHARD,Robin,2006-07-25,7991088,HOMME,Rhône-Alpes Bad,788,652,661
GUERIN,Jean,2012-12-13,3686989,HOMME,BC Villefranche,421,431,400
AUBRY,Inès,2007-07-15,6772847,FEMME,Bad Isère,478,490,458
SOUSA,Manon,2002-04-08,2371379,FEMME,Centre-Val Bad,1134,1231,1067
BLANC,Edouard,1987-10-29,5993383,HOMME,Grand Est Badminton,1497,1502,1549
RICHTER,Noémie,1991-08-01,2734021,FEMME,CS Lunel,1722,1696,1781
BARBIER,Tristan,2006-10-26,7127224,HOMME,BC Tours Nord,613,619,
BRANDT,Lisa,1995-10-23,3881141,FEMME,Colmar Bad,827,875,898
DAVID,Antoine,1970-01-18,6033654,HOMME,Bad Club Bordeaux,736,753,776
PREVOT,Alice,2003-04-15,7878296,FEMME,Bad Finistère,1568,,1505
COTE,Michel,1971-04-21,2809602,HOMME,Bad Basque,966,831,908
LACOMBE,Thibaut,2015-09-24,1237750,HOMME,BC Sète,,,
GAGNON,Victoire,2008-02-11,1448995,FEMME,Anjou Badminton,738,692,622
LEGROS,Gauthier,1999-08-12,5121886,HOMME,Bad Brest,838,,717
MEYER,Yen,2008-10-09,5372416,FEMME,BC Cholet,887,935,887
WEBER,Nathalie,2016-06-30,3956062,FEMME,BC Amboise,408,400,428
MEYER,Théo,1991-06-29,2705546,HOMME,Badminton Nantes,1172,1106,1251
FRANCOIS,Sébastien,2017-12-30,4145620,HOMME,CS Lunel,408,400,400
GUERIN,Victoire,2017-04-05,6289713,FEMME,BC Valenciennes,442,,400
ROYER,Hugo,2010-03-06,4358481,HOMME,BC Fréjus,473,483,400
FERNANDEZ,David,2008-12-30,6016002,HOMME,Pays de Loire Bad,556,530,450
NGUYEN,Lola,1959-07-22,4610526,FEMME,Bad Ardennes,902,829,962
LAMBERT,Isabelle,1963-03-30,1423153,FEMME,BC Clermont,556,545,420
LEGROS,Bryan,2010-08-29,7394361,HOMME,Bad Toulon,478,522,504
CLEMENT,Edouard,1998-11-12,6020319,HOMME,BC Toulon,1188,1163,1141
GUERIN,Bertrand,1988-01-30,2775785,HOMME,BC Montpellier,543,,
PEREIRA,Marie,2012-11-18,2466434,FEMME,Shuttle Nancy,459,400,400
FONTAINE,Maëlle,2004-08-27,4132821,FEMME,BC Sélestat,843,924,726
PETIT,Aïcha,2011-03-03,9483674,FEMME,BC Tours,451,426,453
DURAND,Ambre,2004-10-12,6703097,FEMME,Shuttle Grenoble,666,536,716
COSTA,Romain,1975-12-29,8180332,HOMME,Bad Hérault,815,866,877
LEFEVRE,Aïcha,2002-11-23,9449652,FEMME,BC Grenoble,1000,1020,1054
MATHIEU,Mickaël,1989-01-13,1598027,HOMME,Badminton Nice,1235,1101,1225
CARON,Quentin,2015-05-09,6885435,HOMME,BC Reims,436,521,400
RENARD,Luc,2000-05-08,5291060,HOMME,Bad Nîmes,1916,1898,1750
JACOBS,Cédric,1990-05-05,9096533,HOMME,BC Perpignan,1041,909,1092
PETIT,Baptiste,1956-07-15,1051817,HOMME,BC Sète,1263,1120,1183
ANDRE,Erwan,2013-07-17,2304723,HOMME,Bad Amiens,453,400,400
NGUYEN,Minh,2009-01-11,6313878,HOMME,BC Quimper,411,400,432
CARON,Océane,1997-09-01,5952923,FEMME,Racing Club Paris,971,999,868
MARCHAND,Anh,2002-10-14,3140627,HOMME,BC Reims,886,921,
BONNET,Hugo,1990-11-16,4922062,HOMME,Shuttle Club Lyon,,,
VU,Zahra,2006-04-09,4013999,FEMME,Bad Finistère,835,813,749
BUI,Robin,1959-09-27,1493337,HOMME,BC Quimper,586,598,467
PELLETIER,Alexia,1969-08-13,2378509,FEMME,Bad Club Rennes,727,693,698
CHARRIER,Margot,2003-02-04,5522403,FEMME,BC Bourg,456,487,400
HOFFMANN,Clément,1964-11-27,1083361,HOMME,ASPTT Lyon,,,
FERRY,Hugo,1960-11-25,1660234,HOMME,Auvergne Bad,,,
VALENTIN,Alexia,1990-09-23,7555955,FEMME,BC Aix-en-Provence,,,
HOANG,Assia,1962-08-22,3426689,FEMME,BC Rouen Nord,635,710,470
VU,Mathilde,2017-03-10,4391351,FEMME,CSMT Versailles,442,464,400
COTE,Matteo,2002-01-24,4050274,HOMME,BC Grenoble,1081,1172,957
LOPES,Valentin,1973-11-01,1458119,HOMME,Normandie Badminton,1098,982,1141
HOANG,Gilles,1978-07-31,9366306,HOMME,BC Grenoble,1241,1197,1274
LAURENT,Alexia,1982-03-28,1485654,FEMME,Bad Hérault,1112,1165,938
FONTAINE,Gaëtan,1985-05-30,9757456,HOMME,BC Caen Maritime,,,
SANTOS,Bruno,1958-01-21,7580531,HOMME,Levallois SC,955,840,989
PREVOT,Lola,1968-12-28,7629333,FEMME,Chartreuse Badminton,,,
BERTRAND,Charlotte,2014-03-31,6761371,FEMME,BC Chartres,433,500,400
PHAM,Assia,1993-08-15,3749647,FEMME,Bad Club Bordeaux,908,956,822
DELORME,Leila,2012-05-21,3514191,FEMME,BC Fréjus,536,419,428
PELLETIER,Dylan,1973-11-07,5420959,HOMME,BC Caen,670,587,573
FERRY,Maxime,1997-07-31,1279479,HOMME,Levallois SC,1754,1677,1678
PETIT,Assia,1988-12-03,7950231,FEMME,BC Vichy,587,535,498
VINCENT,Jade,2006-02-12,6801478,FEMME,Auvergne Bad,1027,1036,1078
BOURGEOIS,Haruka,1956-01-11,9290783,FEMME,Picardie Bad,1058,1053,1016
RICHTER,Nolan,2012-11-05,1208983,HOMME,BC Tours Nord,428,409,442
FOURNIER,Emma,1982-12-30,3188315,FEMME,BCMS Montpellier,1330,1180,1374
ROBERT,Gilles,1968-02-03,9356829,HOMME,Racing Club Paris,767,644,600
FONTAINE,Gaëtan,1968-11-08,1681539,HOMME,BC Perpignan,636,630,480
LE,Pauline,2010-03-11,6491230,FEMME,Île-de-France Badminton,554,614,560
MICHEL,Linh,1958-07-16,3582197,FEMME,BC Perpignan,445,400,443
PHAM,Victoire,1957-07-12,4652726,FEMME,BC Tours Nord,953,833,829
SCHULZ,Erwan,2012-05-22,4213283,HOMME,BC Sète,563,564,416
RICHARD,Amandine,1987-02-22,5618663,FEMME,Shuttle Villeurbanne,525,557,400
MARTIN,Lilou,1971-12-05,4669075,FEMME,BCMS Montpellier,1169,1216,993
PERRIN,Marie,2001-07-06,7925354,FEMME,Bad Club Bordeaux,,,
LAMBERT,Nadia,1987-01-02,5727959,FEMME,Shuttle Nancy,1310,1275,1126
SIMON,Hoa,2007-09-05,2471085,FEMME,BC Vichy,638,620,653
PEREIRA,Sienna,2014-06-20,8669309,FEMME,Bad Saint-Étienne,489,509,515
MERCIER,Loubna,1975-05-06,1477187,FEMME,Shuttle Nancy,1223,1090,1208
DAVID,Bryan,1996-06-24,2450002,HOMME,BC Besançon,,,
ROUSSEAU,Rin,1956-04-09,7664896,FEMME,Shuttle Nancy,449,459,400
VASSEUR,Leila,1980-04-23,8124840,FEMME,BC Tours Nord,1465,1441,1487
VASSEUR,Phuong,1991-05-13,2516524,FEMME,ASPTT Bordeaux,556,552,465
ROUSSEL,Chloé,2002-06-16,7660488,FEMME,Bad Indre,582,565,456
BENALI,Marine,1960-07-17,2912606,FEMME,Bad Finistère,860,869,726
TREMBLAY,Clément,2003-01-25,6387306,HOMME,Bad Ardennes,1813,1712,1835
SANTOS,Alexis,1965-07-06,2258195,HOMME,CS Lunel,1252,1260,1262
GUICHARD,Dina,2002-01-10,3889073,FEMME,BC Fréjus,1063,971,1029
DUPONT,Mélanie,2004-10-17,1454318,FEMME,BC Reims,1331,1196,1187
BUI,Bertrand,2005-12-17,2062813,HOMME,BC Villefranche,2155,2179,1992
MICHEL,Anh,2009-10-21,4929497,HOMME,Shuttle Nancy,539,516,437
LEFEBVRE,Élodie,1973-02-21,3269038,FEMME,Bad Hérault,537,512,410
DO,Anne,2004-09-09,3293630,FEMME,BC Chartres,929,978,958
FERNANDEZ,Jean,2011-05-03,1510276,HOMME,BC Bourg,549,629,544
SCHWARZ,Zoé,1989-04-08,1394358,FEMME,Bad Club Bordeaux,543,604,400
SCHNEIDER,Thierry,2007-09-15,2900228,HOMME,Bad Riom,567,569,544
LEGRAND,Emma,2018-03-01,3259080,FEMME,BC Marseille,436,521,419
LEGRAND,Quoc,1989-12-11,9524533,HOMME,BC Douai,938,976,770
LAURENT,Clément,1990-10-20,4975282,HOMME,Shuttle Grenoble,,,
TRAN,Steven,1990-04-03,7778852,HOMME,BC Mulhouse,1019,1098,1058
POULAIN,Enzo,2006-04-28,3269458,HOMME,Bad Ardennes,,,
PIRES,Pauline,1980-06-26,7904674,FEMME,BC Clermont,1592,1681,1670
MARTIN,Alexandre,2014-07-18,5922522,HOMME,BC Sélestat,426,458,400
BONNET,Amaury,2009-11-14,7770171,HOMME,Bad Isère,672,531,739
DUPONT,Stéphanie,2008-07-05,2962375,FEMME,BC Sète,439,470,464
WEBER,Nadia,1991-12-14,9076732,FEMME,Anjou Badminton,1737,1635,1777
BOUCHARD,Célia,2017-10-17,7398732,FEMME,Bad Saint-Étienne,426,400,400
MAILLOT,Yasmine,1993-03-26,1687738,FEMME,BCMS Montpellier,1293,1341,1098
CARPENTIER,Jade,1992-07-15,1608719,FEMME,Bad Isère,858,727,922
LACOMBE,Alexandre,1996-07-10,3149723,HOMME,BC Caen Maritime,1657,1621,1583
POULAIN,Mai,1964-12-31,8272995,FEMME,US Créteil Bad,,,
MARCHAND,Clémence,1989-03-10,7803400,FEMME,BC Paris 15,593,485,478
SCHULZ,Assia,1955-09-14,3331501,FEMME,Colmar Bad,609,530,504
PICARD,Tristan,1991-06-15,5458926,HOMME,BC Quimper,683,782,684
MERCIER,Jade,2012-10-25,3566130,FEMME,BC Vichy,,,
MERCIER,Duc,1986-03-15,6027135,HOMME,Bad Amiens,621,492,428
BARREAU,Isabelle,2007-12-22,4974956,FEMME,Bad Club Seine,,,
RICHTER,Nanami,2013-10-01,7701558,FEMME,Auvergne Bad,488,400,422
DAVID,Thierry,2011-03-29,6706561,HOMME,Auvergne Bad,525,487,543
HOFFMANN,Valérie,1993-05-19,3923045,FEMME,Bad Finistère,1868,1838,1886
BOURGEOIS,Sylvie,1993-04-27,6107939,FEMME,Bad Dijon,,,
BOUCHARD,Pauline,2012-10-15,6566969,FEMME,Badminton Nice,,,
MICHEL,Paul,1991-01-09,9538335,HOMME,ASPTT Lyon,683,693,691
WEBER,Thomas,1989-12-01,4323402,HOMME,BC Nantes Ouest,642,700,526
SCHWARZ,Yuki,2010-11-04,4810689,FEMME,PUC Badminton,552,623,
PELLETIER,Laura,1970-05-18,2927778,FEMME,Alsace Badminton,505,597,400
COSTA,Thuy,2010-04-12,9106912,FEMME,Centre-Val Bad,492,566,487
GAGNON,Fatima,2005-05-29,3788395,FEMME,BC Fréjus,1516,1570,1320
PREVOT,Gaëtan,1958-04-17,3996601,HOMME,Alsace Badminton,989,883,990
DUPONT,Emmanuel,2013-03-24,4785774,HOMME,BC Valenciennes,496,456,400
THOMAS,Lucie,1965-07-08,7357547,FEMME,BC Lille,1216,1140,1078
AUBERT,Vinh,2001-12-17,1266695,HOMME,BC Tours,1883,,1807
RICHARD,Mélanie,1956-07-26,2982850,FEMME,Shuttle Mulhouse,1266,1356,1340
RENAUD,Michel,1985-08-08,6728478,HOMME,BC Sélestat,816,836,640
BECKER,Paul,1960-09-12,9864139,HOMME,Alsace Badminton,755,696,822
AUBRY,Mathilde,1985-11-11,1701917,FEMME,PUC Badminton,676,,515
NGUYEN,Sienna,1984-05-31,2725757,FEMME,Bad Club Bordeaux,1110,,1082
VALENTIN,Emma,2006-03-02,9754004,FEMME,BC Thiers,2095,2005,2000
AUBRY,Alexia,2013-06-05,5895978,FEMME,Bad Riom,440,400,400
RENARD,Raphaël,1996-08-10,9851636,HOMME,BC Nantes Ouest,1607,1614,1577
AUBERT,Amandine,1997-04-17,9382078,FEMME,BC Quimper,1789,1712,1747
HOFFMANN,Amandine,1971-03-19,6606958,FEMME,Shuttle Nancy,727,775,721
CARON,Julien,1969-10-25,2829838,HOMME,BC Bourg,1053,990,1115
BOURGEOIS,Julien,2009-10-05,1698108,HOMME,BC Thiers,625,501,551
MARTINEZ,David,1974-03-17,3404734,HOMME,Bad Toulon,926,1005,796
LOPES,David,2010-07-17,4478733,HOMME,BC Orléans,581,593,625
PIRES,Pauline,1981-06-16,4908441,FEMME,CS Lunel,714,690,793
NGUYEN,Assia,1998-09-29,3159325,FEMME,Centre-Val Bad,,,
COTE,Mathilde,1959-03-31,8691586,FEMME,BC Douai,539,468,400
BRANDT,Corentin,1988-02-12,7759795,HOMME,Rhône-Alpes Bad,1061,1091,1019
PERRIN,Thomas,2004-02-21,3346008,HOMME,BC Toulon,614,589,612
POULAIN,Quoc,1958-06-20,9341839,HOMME,Bad Riom,761,839,782
BRUN,Noémie,1979-05-25,8362424,FEMME,BCMS Montpellier,,,
SCHULZ,Marine,1987-11-19,5698850,FEMME,BC Metz,1520,1423,1560
BOUCHARD,Fatima,1980-05-02,4579363,FEMME,BC Paris 15,1274,1231,1167
WEBER,Pascal,2009-05-08,5019528,HOMME,BC Sélestat,416,409,430
SCHNEIDER,Simon,2011-07-20,9110226,HOMME,Shuttle Mulhouse,,,
BONNET,Élodie,1997-04-10,8035689,FEMME,Shuttle Grenoble,1789,1877,
TREMBLAY,Louis,1985-04-23,7057419,HOMME,Shuttle Mulhouse,1505,1375,1504
BENALI,Tuan,2009-04-22,4123052,HOMME,BC Marseille,566,660,475
COSTA,Jacques,1958-05-29,1982059,HOMME,Bad Basque,681,615,695
KLEIN,Margot,2009-01-16,8490652,FEMME,ACBB Boulogne,592,506,531
CARON,Denis,1999-05-08,4271879,HOMME,Bad Club Bordeaux,1781,,1724
CARON,Erwan,1961-10-18,4214107,HOMME,BC Mulhouse,1134,1085,1134
HOFFMANN,Clémence,1958-04-21,7225643,FEMME,BC Le Mans,749,644,803
LACOMBE,Bryan,2011-07-26,7484256,HOMME,BC Limoges,436,400,493
MERCIER,Loubna,2015-11-23,2653309,FEMME,Bad Dijon,408,,400
MAILLOT,Thierry,2000-06-12,6421323,HOMME,Colmar Bad,1633,1695,1632
BERTRAND,Tom,2011-03-10,2468130,HOMME,Centre-Val Bad,552,535,578
GARNIER,Sakura,2010-10-31,5130309,FEMME,BCMS Montpellier,690,653,725
VALENTIN,Aïcha,2010-09-02,1773111,FEMME,Bad Club Bordeaux,,,
MORIN,Virginie,1992-04-26,5659136,FEMME,BC Montpellier,1563,1592,1555
SCHWARZ,Paul,1958-02-27,9528030,HOMME,Bad Nîmes,,,
VALENTIN,David,1977-04-15,9430564,HOMME,BC Montpellier,,,
GIRARD,Tanguy,1974-04-07,8693917,HOMME,BC Paris 15,1199,1272,1088
PHAM,Tuan,1994-04-11,1505570,HOMME,Alsace Badminton,1420,1280,1499
LEGROS,Céline,1992-12-28,2670101,FEMME,Shuttle Club Lyon,,,
PICARD,Tanguy,1958-04-01,6958042,HOMME,Bad Dijon,1013,1089,
RICHARD,Liam,1997-04-14,2998392,HOMME,BC Douai,622,660,492
MARTINEZ,Juliette,1990-07-20,4081050,FEMME,ASPTT Bordeaux,716,715,611
DURAND,Michel,2013-04-02,9465946,HOMME,Bad Hérault,485,400,449
AUBRY,Tom,1997-10-24,8939133,HOMME,BC Lille,1298,1312,1345
MANSOURI,Élodie,2008-02-29,2268149,FEMME,Bad Riom,,,
ROUX,Nanami,2000-11-02,1712024,FEMME,Normandie Badminton,1881,1947,1693
MICHEL,Victor,1988-07-27,1861561,HOMME,BC Reims,968,1051,1034
COLIN,Nina,2012-11-23,1571027,FEMME,Shuttle Nancy,577,582,634
SILVA,Pauline,1979-08-31,2380865,FEMME,Bad Saint-Étienne,451,468,466
CHEVALIER,Tuan,2006-06-04,4962858,HOMME,Bad Finistère,1014,1088,829
CARVALHO,Aïcha,1995-06-13,9273040,FEMME,BC Mulhouse,1687,1617,1724
PHAM,Patrick,2008-12-25,8906508,HOMME,BC Le Mans,477,524,498
RICHARD,Léa,1998-10-17,4337385,FEMME,PACA Badminton,1954,1989,1909
SANTOS,Dylan,1998-04-08,5878667,HOMME,BC Amboise,1625,1693,1605
BUI,Hieu,1998-07-15,7593077,HOMME,BC Charleville,1785,1692,1626
CARPENTIER,Cédric,1991-05-26,6003829,HOMME,BC Grenoble,1221,1275,1087
DELORME,Nadia,2002-09-27,2329859,FEMME,CSMT Versailles,1143,1232,1159
BRANDT,Alexia,1997-06-16,8209517,FEMME,BC Sélestat,1879,1744,1892
WAGNER,Florence,1973-04-26,9005243,FEMME,Racing Club Paris,1220,1073,1278
BUI,Aurélie,2013-01-22,4631545,FEMME,BC Marseille,453,539,400
VU,Zahra,2000-11-13,3600423,FEMME,BC Rouen Nord,1882,1893,1889
COSTA,Lan,1961-10-20,1327794,FEMME,Picardie Bad,1032,886,939
MAILLOT,Denis,1992-07-25,5958204,HOMME,BC Caen,738,811,779
GUERIN,Ronan,2015-06-13,8940241,HOMME,BC Charleville,405,400,400
WEBER,Juliette,1997-01-23,1297885,FEMME,BC Villefranche,1453,1536,1443
LEGRAND,Thuy,2013-05-04,9296866,FEMME,BC Pau,455,526,400
THOMAS,Cédric,2011-04-07,5603536,HOMME,Levallois SC,431,400,400
AUBERT,Noémie,1990-04-23,9637302,FEMME,BC Villefranche,1507,1470,1502
PHAM,Héloïse,1988-07-09,2234000,FEMME,CS Lunel,1280,1330,1127
SCHWARZ,Florence,1957-09-19,4356181,FEMME,Shuttle Club Lyon,1163,1189,1183
JACOBS,Cédric,1998-03-11,3219842,HOMME,BC Pau,991,1082,805
CHEVALIER,Anne,1980-05-26,5513430,FEMME,CSMT Versailles,1288,1258,1229
COSTA,Maëlle,1965-02-03,1705364,FEMME,BC Perpignan,1170,1033,1120
SIMON,Florence,1998-07-15,3951259,FEMME,BC Quimper,1368,1293,1224
LEFEBVRE,Khoa,1955-07-13,1597810,HOMME,PUC Badminton,1285,1338,1170
MEUNIER,Emmanuel,2018-03-02,8906784,HOMME,BC Paris 15,444,400,400
MANSOURI,Isabelle,1995-04-21,9602466,FEMME,BC Toulon,824,881,727
FOURNIER,Aïcha,1992-03-07,3869036,FEMME,BC Aix-en-Provence,1458,1475,1335
WOLFF,Assia,1958-03-27,8270651,FEMME,BC Charleville,965,991,766
MOREL,Marie,1987-08-23,5989755,FEMME,BC Cholet,883,872,885
BENALI,Antoine,2014-11-18,7870673,HOMME,BC Besançon,447,400,400
PERRIN,Duc,1985-11-28,7260091,HOMME,Shuttle Club Lyon,769,,844
BERNARD,Clément,2006-10-15,4116744,HOMME,BC Montpellier,702,567,516
LAMBERT,Bertrand,1979-03-19,4379310,HOMME,Pays de Loire Bad,1202,1053,1003
CHEVALIER,Axel,2007-11-27,1085244,HOMME,BC Rouen,752,623,680
VINCENT,Yuki,2007-03-04,2288554,FEMME,Badminton Nice,558,588,540
BENALI,Thu,2000-10-29,6990435,FEMME,BC Bourg,844,739,
VU,Alain,2007-07-11,8943071,HOMME,Rhône-Alpes Bad,517,412,472
GAUTHIER,Mickaël,1996-05-04,5493224,HOMME,ASPTT Lyon,916,830,739
FERNANDEZ,Valentin,1996-01-06,2656180,HOMME,Bad Ain,1737,1804,1671
LAURENT,Renaud,2001-06-15,8821568,HOMME,BCMS Montpellier,824,895,808
JACOBS,Emma,1961-03-16,8646419,FEMME,BC Montpellier,,,
DUPONT,Marine,2009-09-28,6256102,FEMME,Bad Riom,534,496,417
RENAUD,Vinh,2006-11-21,9404704,HOMME,Picardie Bad,1262,1116,1252
BLANC,Adrien,2009-09-24,1276706,HOMME,BC Quimper,535,400,515
BOURGEOIS,Antoine,1998-07-09,2643344,HOMME,Bad Club Bordeaux,1167,1023,1135
THOMAS,Marie,1993-04-24,2930675,FEMME,BC Thiers,931,888,787
RENARD,Eva,1973-02-25,5815124,FEMME,BC Cholet,446,442,505
COTE,Huong,1963-04-04,5954226,FEMME,Anjou Badminton,917,934,936
LEGRAND,Lucie,1987-11-08,6285041,FEMME,BC Rouen Nord,1143,1065,1211
HOANG,Elisa,1967-08-08,9998108,FEMME,Rhône-Alpes Bad,810,830,814
FERNANDEZ,Laurent,1980-08-28,5937991,HOMME,BC Douai,768,663,621
FRANCOIS,Laurent,1996-04-13,1736442,HOMME,BC Rouen,1394,1422,1203
MEUNIER,Alexia,1964-02-12,2961187,FEMME,Hauts-de-France Bad,463,400,459
FONTAINE,Sandrine,2007-10-06,7881141,FEMME,Bretagne Badminton,754,732,626
DURAND,Camille,2004-10-26,1259020,FEMME,Centre-Val Bad,,,
FOURNIER,Eva,2009-01-19,6670605,FEMME,BC Caen,420,515,400
WAGNER,Michel,1955-10-25,4358093,HOMME,BC Charleville,655,682,578
FONTAINE,Erwan,1970-08-21,9601059,HOMME,Chartreuse Badminton,1027,1122,977
COSTA,Rémi,1998-03-12,3464389,HOMME,Bad Finistère,1435,1376,1310
FAURE,Nina,2011-07-05,9326680,FEMME,BC Valenciennes,479,400,460
LEGROS,Maëlle,1972-12-27,8716531,FEMME,BC Marseille,949,839,924
VASSEUR,Gaëtan,2008-05-12,2483726,HOMME,PACA Badminton,646,622,573
PREVOT,Laëtitia,1968-08-01,7673264,FEMME,Bad Brest,487,413,484
AUBRY,Nadia,1981-11-29,9355351,FEMME,BC Clermont,1577,1500,1405
TREMBLAY,Marine,1993-11-25,5109927,FEMME,BC Le Mans,1124,1070,
LECONTE,Ngoc,1993-05-07,2476862,FEMME,BC Aix-en-Provence,1620,1499,1640
CHEVALIER,Héloïse,1998-08-12,5148755,FEMME,Bad Ain,,,
RICHTER,Thu,1994-04-14,8088269,FEMME,BC Caen Maritime,1983,1897,1855
COLIN,Akane,2008-11-20,2368915,FEMME,BC Sélestat,751,678,791
KLEIN,Clara,1966-10-25,9704181,FEMME,Colmar Bad,938,1021,977
BOUCHARD,Sylvie,2008-10-26,4699963,FEMME,Shuttle Reims,688,724,558
CLEMENT,Anne,1972-10-16,8090437,FEMME,BC Marseille,1143,1012,1054
BRUN,Arnaud,1986-11-07,8303487,HOMME,Nouvelle-Aquitaine Bad,985,1047,947
VALENTIN,Valentin,2013-10-06,6059943,HOMME,Île-de-France Badminton,491,538,567
CHEVALIER,Assia,1995-06-10,7320706,FEMME,BC Cholet,1079,988,1004
PIRES,Ambre,1977-12-28,5042417,FEMME,Colmar Bad,1146,1009,1148
BERTRAND,Damien,2004-01-25,1583882,HOMME,BC Orléans,1376,1304,1206
LECONTE,Dina,1998-01-29,8291296,FEMME,Badminton Nantes,1372,1343,1444
RENARD,Isabelle,1956-02-04,5630469,FEMME,BC Thiers,517,,540
MERCIER,Adrien,2015-10-17,8556901,HOMME,BC Chartres,416,442,400
PETIT,Dina,1992-03-30,1123547,FEMME,Badminton Nantes,1910,1928,1863
WAGNER,Minh,1990-08-19,8282028,HOMME,BC Lille,535,400,600
FERRY,Clémence,2012-07-04,8937246,FEMME,BC Tours Nord,570,606,543
MEUNIER,Lucie,1993-11-09,3910878,FEMME,BC Besançon,1224,1223,1117
BELLAMY,Corentin,1993-11-28,1793158,HOMME,BC Le Mans,1368,1438,1406
BUI,Alexia,1988-09-15,5944955,FEMME,BC Grenoble,556,418,544
GARCIA,Mickaël,1967-10-20,7353766,HOMME,PACA Badminton,655,661,733
VINCENT,Marine,2009-04-28,5652999,FEMME,Bad Cambrai,491,505,505
PELLETIER,Juliette,1970-03-24,2094070,FEMME,Bad Riom,769,653,659
KLEIN,Louis,1994-06-24,9090279,HOMME,Normandie Badminton,1668,1565,1712
GIRARD,Tuan,1998-10-09,9116203,HOMME,BC Lille,1467,1331,1404
LACOMBE,Noémie,1982-05-07,2205917,FEMME,Rhône-Alpes Bad,1240,1108,1267
WEBER,Victor,1972-06-29,7643689,HOMME,Rhône-Alpes Bad,1084,1096,904
AUBERT,Amandine,1958-05-09,4999977,FEMME,BC Nantes Ouest,1132,1067,1058
NICOLAS,Pauline,1973-06-20,5379489,FEMME,BC Besançon,1031,1037,890
NGUYEN,Anh,2011-02-12,3533058,HOMME,Badminton Nice,460,405,400
FAURE,Isabelle,1988-07-01,7777284,FEMME,Bad Cambrai,541,541,582
LECONTE,Bryan,2009-04-08,3312992,HOMME,Bad Riom,678,,655
GUERIN,Alice,2018-03-12,7069570,FEMME,BC Rouen Nord,423,400,
SCHWARZ,Damien,1995-03-26,4544901,HOMME,BC Besançon,908,,903
JACOBS,Kevin,1967-04-30,1943010,HOMME,Shuttle Angers,633,662,449
BELLAMY,Adrien,1995-08-26,2078358,HOMME,Badminton Nantes,1913,2011,1815
DUPUIS,Isabelle,1966-07-11,6373192,FEMME,Bad Saint-Étienne,606,695,572
MAILLOT,Camille,1993-10-23,9018281,FEMME,Bad Ardennes,1503,1540,1350
ANDRE,Théo,2002-12-20,9972609,HOMME,BC Limoges,1430,1369,
CARON,Stéphanie,2016-09-08,1026484,FEMME,BC Clermont,404,400,424
HENRY,Noémie,1980-07-03,8040196,FEMME,BC Valenciennes,510,526,587
NGUYEN,Mai,1993-06-23,8698199,FEMME,BC Bayonne,1443,1416,1277
GARNIER,Florian,1999-05-25,5688360,HOMME,Bad Cambrai,1566,1524,1559
GARNIER,Renaud,1978-02-26,9096450,HOMME,BC Thiers,,,
PICARD,Camille,1989-07-26,7500351,FEMME,Bad Hérault,1260,1197,1219
RENAUD,Thomas,1957-08-24,1386408,HOMME,Centre-Val Bad,1039,971,874
WOLFF,Yen,2008-06-23,8282586,FEMME,Alsace Badminton,830,694,828
RENARD,Nanami,2009-08-23,6363991,FEMME,BC Chartres,,,
